sciname,study_id,fct_code_orig,validation_2023,nut_per_species_per_study,country_origin_study,country_origin_sample.vNM,country_origin_sample.detail,sample_year,sample_month,Processing,Processing.detail,other_ingredients.vNM,other_ingredients.vNM.detail,Preparation,Preparation.detail,Wild.Farmed,relative_weight,Parts,Parts.detail,per_edible_prop,class,order,family,genus,sciname_orig,common_name,food_name,food_name_orig,fao_taxocode,fao_3a_code,sau_species_code,isscaap_code,phylum,kingdom,common_name_detailed,food_prep,food_prep_detailed,food_part,food_part_detailed,prod_catg,other_ingredients,study_type,country_origin_sample,country,species_edible_prop,notes,nutrient_type,nutrient,nutrient_orig,nutrient_desc,nutrient_code_fao,value,value_tr,nutrient_units,portion_size,SpecCode,genus_usedby_SHY,family_usedby_SHY,order_usedby_SHY,class_usedby_SHY,best_DemersPelag,best_DemersPelag_level,best_EnvTemp,best_EnvTemp_level,best_DepthRangeDeep,best_DepthRangeDeep_level,best_Lmax,best_Lmax_level,best_Lm,best_Lm_level,best_K,best_K_level,best_tm,best_tm_level,best_Troph,best_Troph_level,best_Pelagic,best_Pelagic_level,best_Benthic,best_Benthic_level,best_Sessile,best_Sessile_level,best_Mobile,best_Mobile_level,best_SoftBottom,best_SoftBottom_level,best_Sand,best_Sand_level,best_Coarse,best_Coarse_level,best_Fine,best_Fine_level,best_Level,best_Level_level,best_Sloping,best_Sloping_level,best_Silt,best_Silt_level,best_Mud,best_Mud_level,best_Ooze,best_Ooze_level,best_Detritus,best_Detritus_level,best_Organic,best_Organic_level,best_HardBottom,best_HardBottom_level,best_Rocky,best_Rocky_level,best_Rubble,best_Rubble_level,best_Gravel,best_Gravel_level,best_Macrophyte,best_Macrophyte_level,best_BedsBivalve,best_BedsBivalve_level,best_BedsRock,best_BedsRock_level,best_SeaGrassBeds,best_SeaGrassBeds_level,best_BedsOthers,best_BedsOthers_level,best_CoralReefs,best_CoralReefs_level,best_ReefExclusive,best_ReefExclusive_level,best_DropOffs,best_DropOffs_level,best_ReefFlats,best_ReefFlats_level,best_Lagoons,best_Lagoons_level,best_Burrows,best_Burrows_level,best_Tunnels,best_Tunnels_level,best_Crevices,best_Crevices_level,best_Vents,best_Vents_level,best_Seamounts,best_Seamounts_level,best_DeepWaterCorals,best_DeepWaterCorals_level,best_Vegetation,best_Vegetation_level,best_Marine,best_Marine_level,best_Neritic,best_Neritic_level,best_Oceanic,best_Oceanic_level,best_BrackishWater,best_BrackishWater_level,best_FreshWater,best_FreshWater_level,best_Parasitism,best_Parasitism_level,best_Solitary,best_Solitary_level,best_Symbiosis,best_Symbiosis_level,best_Symphorism,best_Symphorism_level,best_Commensalism,best_Commensalism_level,best_Mutualism,best_Mutualism_level,best_Epiphytic,best_Epiphytic_level
Meretrix lusoria,Japan_7thRev_2015,10306,YF,4,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; raw,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,"Folate, total",Folate_total,"Folacin, folic acid",FOL,20,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000b,YF,4,KOR,KOR,,2009,,raw,raw,,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); __,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,NA,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.23,NA,Vitamin,Thiamin,Thiamin,"Thiamin, synonym vitamin b1, aneurin",THIA,0.03,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000d,YF,4,KOR,JPN,,2015,,boiled or steamed,boiled,,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); ___,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,canned,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.25,NA,Vitamin,Thiamin,Thiamin,"Thiamin, synonym vitamin b1, aneurin",THIA,0.15,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10309,YF,4,JPN,,,,,boiled or steamed,simmered,Y,"soy sauce, sugar",,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,"Mollusks; hard clam; ""Tsukudani"" (simmered meat in soy sauce and sugar)",NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,cooked,simmered meat in soy sauce,muscle tissue,NA,NA,sugar,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,"Folate, total",Folate_total,"Folacin, folic acid",FOL,49,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Tresus keenae,Japan_7thRev_2015,10317,YF,1,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,bivalvia,venerida,mactridae,tresus,Tresus keenae,keen's gaper,Mollusks; keen's gaper; siphon; raw,NA,3161200502,TQK,165291,56,mollusca,animalia,"keen's gaper, siphon",raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,ALA,Ala,"alpha-Linolenic acid, 18:3",NA,0,tr,g,per 100g,165291,Tresus,Mactridae,Venerida,Bivalvia,benthic,species,subtropical,species,81.5,family,14.7,family,10.33333333,family,0.1766,family,NA,NA,NA,NA,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Anadara sativa,Japan_7thRev_2015,10318,YF,1,JPN,,,,,canned,canned,Y,seasoning,,,,,muscle tissue,,Y,bivalvia,arcida,arcidae,anadara,Anadara sativa [syn. scapharca subcrenata],syn. mogai clam,Mollusks; ark shell*; canned with seasoning_*Syn. Mogai clam_,NA,NA,NA,80140,NA,mollusca,animalia,"ark shell, syn. mogai clam",canned,canned with seasoning,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,ALA,Ala,"alpha-Linolenic acid, 18:3",NA,0.025,,g,per 100g,80140,Anadara,Arcidae,Arcida,Bivalvia,benthic,species,subtropical,species,40,genus,6.2,species,6.1,family,0.428,species,NA,NA,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10306,YF,4,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; raw,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Pantothenic acid,Pantothenic_acid,"D-pantothenate, Vitamin B5",PANTAC,0.37,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10307,YF,4,JPN,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; boiled,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,boiled steamed,boiled,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Pantothenic acid,Pantothenic_acid,"D-pantothenate, Vitamin B5",PANTAC,0.45,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10308,YF,4,JPN,,,,,baked,baked,,,,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,Mollusks; hard clam; baked,NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,baked,baked,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Pantothenic acid,Pantothenic_acid,"D-pantothenate, Vitamin B5",PANTAC,0.57,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Pandalus eous,Japan_7thRev_2015,10319,YF,1,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,malacostraca,decapoda,pandalidae,pandalus,Pandalus eous,syn. pink shrimp,Crustacean; northern shrimp*; raw _*Syn. pink shrimp_,NA,NA,NA,19485,NA,arthropoda,animalia,"northern shrimp, syn. pink shrimp",raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,ALA,Ala,"alpha-Linolenic acid, 18:3",NA,0,tr,g,per 100g,19485,Pandalus,Pandalidae,Decapoda,Malacostraca,benthic,species,temperate,species,900,species,11.96666667,genus,6.276111114,genus,0.439598667,genus,5.714285714,genus,3.15,genus,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Japan_7thRev_2015,10309,YF,4,JPN,,,,,boiled or steamed,simmered,Y,"soy sauce, sugar",,,,,muscle tissue,,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,hard clam,"Mollusks; hard clam; ""Tsukudani"" (simmered meat in soy sauce and sugar)",NA,3161101701,HCJ,83776,56,mollusca,animalia,hard clam,cooked,simmered meat in soy sauce,muscle tissue,NA,NA,sugar,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Pantothenic acid,Pantothenic_acid,"D-pantothenate, Vitamin B5",PANTAC,0.34,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Panulirus japonicus,Japan_7thRev_2015,10320,YF,1,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,malacostraca,decapoda,palinuridae,panulirus,Panulirus japonicus,japanese spiny lobster,Crustacean; Japanese spiny lobster; raw,NA,2290100102,NUJ,15033,43,arthropoda,animalia,japanese spiny lobster,raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,ALA,Ala,"alpha-Linolenic acid, 18:3",NA,0,tr,g,per 100g,15033,Panulirus,Palinuridae,Decapoda,Malacostraca,benthic,species,subtropical,species,15,species,30,species,20.6,species,0.3926,species,3.912217014,family,3.766666667,genus,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,5,NA,Y,3,THA,THA,"Kantang, Trang Province",2012,October_November_December,,unknown,,,frozen and dried,"freeze-dried, frozen",,wet,muscle tissue,mantle,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,asian hard clam,Asian hard clam,NA,3161101701,HCJ,83776,56,mollusca,animalia,asian hard clam,NA,NA,mantle,NA,NA,NA,Peer-reviewed literature,THA,Thailand,0.1236,NA,Protein,Histidine,Histidine,Histidine,HIS,0.217,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000d,YF,3,KOR,JPN,,2015,,boiled or steamed,boiled,,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); ___,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,canned,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.25,NA,Mineral,Potassium,Potassium,Potassium,K,180,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000f,YF,3,KOR,JPN,,2015,,baked,"broiled, roasted",,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); ___,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,NA,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.3,NA,Mineral,Potassium,Potassium,Potassium,K,230,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,245,NA,Y,1,KOR,KOR,,2003_2004,,,unknown,,,dried,freeze-dried,,,muscle tissue,edible,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,NA,NA,Baek-hab,3161101701,HCJ,83776,56,mollusca,animalia,NA,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,KOR,South Korea,NA,NA,Mineral,Manganese,Manganese,Manganese,MN,0.7498,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,245,NA,Y,1,KOR,KOR,,2003_2004,,,unknown,,,dried,freeze-dried,,,muscle tissue,edible,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,NA,NA,Baek-hab,3161101701,HCJ,83776,56,mollusca,animalia,NA,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,KOR,South Korea,NA,NA,Mineral,Zinc,Zinc,Zinc,ZN,1.8779,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,245,NA,Y,1,KOR,KOR,,2003_2004,,,unknown,,,dried,freeze-dried,,,muscle tissue,edible,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,NA,NA,Baek-hab,3161101701,HCJ,83776,56,mollusca,animalia,NA,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,KOR,South Korea,NA,NA,Mineral,Copper,Copper,Copper,CU,0.2694,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,245,NA,Y,1,KOR,KOR,,2003_2004,,,unknown,,,dried,freeze-dried,,,muscle tissue,edible,NA,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,NA,NA,Baek-hab,3161101701,HCJ,83776,56,mollusca,animalia,NA,NA,NA,muscle tissue,NA,NA,NA,Peer-reviewed literature,KOR,South Korea,NA,NA,Mineral,Chromium,Chromium,Chromium,CR,17.9,,mcg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Meretrix lusoria,Korea_8thRev_2011,L038000000f,YF,4,KOR,JPN,,2015,,baked,"broiled, roasted",,,,,,,muscle tissue,edible,Y,bivalvia,venerida,veneridae,meretrix,Meretrix lusoria,orient hard clam,Orient hard clam,__(__); ___,3161101701,HCJ,83776,56,mollusca,animalia,orient hard clam,NA,NA,muscle tissue,NA,NA,NA,Food Composition Table (FCT),KOR,South Korea,0.3,NA,Mineral,Calcium,Calcium,Calcium,CA,140,,mg,per 100g,83776,Meretrix,Veneridae,Venerida,Bivalvia,benthic,species,temperate,species,20,species,5,species,4.5,family,1.435,genus,3.084493281,family,2,genus,0,species,1,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
